事業所コード,相手先コード１,相手先名称１,郵便番号１,郵便番号２,住所１,ﾄｰﾙ距離,ﾄｰﾙ中継回数,ﾄｰﾙ行く行かない,新潟距離,新潟中継回数,新潟行く行かない,ｹｲﾋﾝ,顧客指定運送屋,輸出向先,得意先コード,納入先コード,西濃距離
200,T1191,株式会社　芝川製作所　第一事業所,223,0052,神奈川県横浜市港北区綱島東６－２－２７,100,0,,88,0,,-,無し,,T1191,,100
201,T1210,豊通ケミプラス株式会社　静岡自動車材料部,430,7714,静岡県浜松市中区板屋町１１１－２,350,0,,328,0,,-,無し,,T1210,,350
202,T1210,シーガルセントレアターミナル,479,0881,愛知県常滑市セントレア３－１２－２,450,0,,440,1,,愛知,新潟,y,T1210,AIR01,500
203,T1210,商船三井ロジスティクス㈱,286,0113,千葉県成田市南三里塚78-7,50,0,,43,1,,成田,無し,y,T1210,AIR02,50
204,T1210,ＴＡＳエクスプレス㈱,287,0242,千葉県成田市多良貝245-3031,50,0,,43,1,,成田,無し,y,T1210,AIR03,50
205,T1210,株式会社　日祥物流　成田ターミナル,287,0242,千葉県成田市多良貝245-3031,50,0,,43,1,,成田,無し,y,T1210,AIR04,50
206,T1210,安達包運倉庫株式会社,490,1444,愛知県海部郡飛島村木場１－９４－３,500,0,,435,0,,愛知,無し,y,T1210,BRK01,500
207,T1210,株式会社　日祥物流 成田ﾀｰﾐﾅﾙ,287,0242,千葉県成田市多良貝245-3031,50,0,,43,1,,成田,無し,y,T1210,BRK02,50
208,T1210,シーガル・セントレア・ターミナル,479,0881,愛知県常滑市セントレア３－１２－２,450,0,,440,1,,愛知,新潟,y,T1210,CZK01,500
209,T1210,安達包運倉庫株式会社,490,1444,愛知県海部郡飛島村木場１－９４－３,500,0,,435,0,,愛知,無し,y,T1210,FKK01,500
210,T1210,名港海運㈱　西２区名港物流センター,490,1444,愛知県海部郡飛島村木場１－９４－３,500,0,,435,0,,愛知,無し,y,T1210,FUD01,500
211,T1210,商船三井ロジスティクス㈱,,,愛知県常滑市セントレア３－１２－２,450,0,,440,1,,愛知,新潟,y,T1210,FUD02,500
212,T1210,西２区名港物流センター,490,1444,愛知県海部郡飛島村木場１－９４－３,500,0,,435,0,,愛知,無し,y,T1210,GZK01,500
213,T1210,シーガル・セントレア・ターミナル,479,0881,愛知県常滑市セントレア３－１２－２,450,0,,440,1,,愛知,新潟,y,T1210,GZK02,500
214,T1210,安達包運倉庫株式会社,498,0068,愛知県弥富市鍋田町六野８２－１,500,0,,435,0,,愛知,無し,y,T1210,GZK03,550
215,T1210,商船三井ロジスティクス㈱　成田,286,0013,千葉県成田市南三里塚78-7,50,0,,43,1,,成田,無し,y,T1210,GZK04,50
216,T1210,安達包運倉庫株式会社,490,1444,愛知県海部郡飛島村木場１－９４－３,500,0,,435,0,,愛知,無し,y,T1210,GZK05,500
217,T1210,株式会社 日祥物流　成田ターミナル,287,0242,千葉県成田市多良貝245-3031,50,0,,43,1,,成田,無し,y,T1210,GZK06,50
218,T1210,株式会社　タキ倉庫　九州営業所,842,0101,佐賀県神埼郡吉野ヶ里町松隈301-1,1500,1,,1338,1,-,-,ﾄｰﾙ,,T1210,H107,1400
219,T1210,株式会社　日陸,842,0103,佐賀県神崎郡吉野ヶ里町大曲4550-7,1500,1,,1338,1,-,-,無し,,T1210,H115,1400
220,T1210,九州南部化成株式会社,879,4414,大分県玖珠郡玖珠町大隈２１８,1250,1,,1384,2,,-,ﾄｰﾙ,,T1210,H124,815
221,T1210,株式会社　小糸製作所,424,8764,静岡県静岡市清水区北脇５００番地,250,0,,248,0,,-,無し,,T1210,H127,250
222,T1210,城南電機工業株式会社,421,1315,静岡県静岡市葵区富厚里１３１７－１２,250,0,,248,0,,-,無し,,T1210,H132,250
223,T1210,株式会社　タキ倉庫　６号倉庫,424,0057,静岡県清水区堀込２６－１,250,0,,248,0,,-,無し,,T1210,H133,250
224,T1210,株式会社　小糸製作所,424,8764,静岡県静岡市清水区北脇５００番地,250,0,,248,0,,-,無し,,T1210,H141,250
225,T1210,株式会社　タキ倉庫　榛南営業所,421,0302,静岡県榛原郡吉田町川尻５４９－１,300,0,,270,0,,-,無し,,T1210,H153,300
226,T1210,天幸興業株式会社,424,0057,静岡県静岡市清水区掘込５８－１,250,0,,248,0,,-,無し,,T1210,H163,250
227,T1210,株式会社　小糸製作所　静岡工場　E3 F1,424,8764,静岡県静岡市清水区北脇５００番地,250,0,,248,0,,-,無し,,T1210,H175,250
228,T1210,株式会社　小糸製作所,424,8764,静岡県静岡市清水区北脇５００番地,250,0,,248,0,,-,無し,,T1210,H179,250
229,T1210,商船三井ロジスティクス㈱,,,愛知県常滑市セントレア３－１２－２,450,0,,440,1,,愛知,新潟,y,T1210,IDK01,500
230,T1210,名港海運㈱西2区物流センター,490,1444,愛知県海部郡飛島村木場１－９４－３,500,0,,435,0,,愛知,無し,y,T1210,IDK02,500
231,T1210,商船三井ロジスティクス㈱　成田,286,0113,千葉県成田市南三里塚78-7,50,0,,43,1,,成田,無し,y,T1210,IDK03,50
232,T1210,名港海運㈱弥富物流センター,498,0068,愛知県弥富市鍋田町八穂121-1,500,0,,435,0,,愛知,無し,y,T1210,IDK04,550
233,T1210,株式会社　日祥物流　成田ターミナル,287,0242,千葉県成田市多良貝245-3031,50,0,,43,1,,成田,無し,y,T1210,IDK05,50
234,T1210,シーガル・セントレア・ターミナル,479,0881,愛知県常滑市セントレア３－１２－２,450,0,,440,1,,愛知,新潟,y,T1210,INA01,500
235,T1210,安達包運倉庫株式会社,498,0068,愛知県弥富市鍋田町六野８２－１,500,0,,435,0,,愛知,無し,y,T1210,INA02,550
236,T1210,安達包運倉庫株式会社,490,1444,愛知県海部郡飛島村木場１－９４－３,500,0,,435,0,,愛知,無し,y,T1210,INA03,500
237,T1210,名港海運(株)西２区名港物流センター,490,1444,愛知県海部郡飛島村木場１－９４－３,500,0,,435,0,,愛知,無し,y,T1210,INF01,500
238,T1210,商船三井ロジスティクス株式会社,479,0881,愛知県常滑市セントレア３－１２－２,450,0,,440,1,,愛知,新潟,y,T1210,INK01,500
239,T1210,安達包運倉庫株式会社,498,0068,愛知県弥富市鍋田町六野８２－１,500,0,,435,0,,愛知,無し,y,T1210,INK02,550
240,T1210,商船三井ロジスティクス㈱　成田,286,0113,千葉県成田市南三里塚78-7,50,0,,43,1,,成田,無し,y,T1210,INK03,50
241,T1210,商船三井ロジスティクス㈱,479,0881,愛知県常滑市セントレア３－１２－２,450,0,,440,1,,愛知,新潟,y,T1210,INK04,500
242,T1210,名港海運㈱西２区名港物流センター,490,1444,愛知県海部郡飛島村木場１－９４－３,500,0,,435,0,,愛知,無し,y,T1210,INK05,500
243,T1210,安達包運倉庫株式会社,490,1444,愛知県海部郡飛島村木場１－９４－３,500,0,,435,0,,愛知,無し,y,T1210,INK06,500
244,T1210,三井倉庫エクスプレス株式会社,287,0242,千葉県成田市多良貝245-3031,50,0,,43,1,,成田,無し,y,T1210,INK07,50
245,T1210,株式会社日祥物流　成田ﾀｰﾐﾅﾙ　気付,287,0242,千葉県成田市多良貝245-3031,50,0,,43,1,,成田,無し,y,T1210,INK08,50
246,T1210,日本通運株式会社,286,0825,千葉県成田市新泉３０,50,0,,43,1,,成田,無し,y,T1210,INK09,50
247,T1210,日本通運株式会社　中部空港支店,479,0881,愛知県常滑市セントレア３－１２－４,450,0,,440,1,,愛知,新潟,y,T1210,INK10,500
248,T1210,商船三井ロジスティックス(株),479,0881,愛知県常滑市セントレア３－１２－２,450,0,,440,1,,愛知,新潟,y,T1210,INM01,500
249,T1210,TASエクスプレス(株),287,0242,千葉県成田市多良貝245-3031,50,0,,43,1,,成田,無し,y,T1210,INM02,50
250,T1210,安達包運倉庫株式会社,498,0068,愛知県弥富市鍋田町六野８２－１,500,0,,435,0,,愛知,無し,y,T1210,INM03,550
251,T1210,商船三井ロジスティクス（株）,286,0013,千葉県成田市南三里塚78-7,50,0,,43,1,,成田,無し,y,T1210,INM04,50
252,T1210,安達包運倉庫株式会社,490,1444,愛知県海部郡飛島村木場１－９４－３,500,0,,435,0,,愛知,無し,y,T1210,INM05,500
253,T1210,商船三井ロジスティクス(株),286,0113,千葉県成田市三里塚78-7,50,0,,43,1,,成田,無し,y,T1210,INM06,50
254,T1210,商船三井ロジスティクス㈱　成田,286,0113,千葉県成田市南三里塚78-7,50,0,,43,1,,成田,無し,y,T1210,INN01,50
255,T1210,安達包運倉庫株式会社,498,0068,愛知県弥富市鍋田町六野８２－１,500,0,,435,0,,愛知,無し,y,T1210,INN02,550
256,T1210,商船三井ロジスティックス㈱,479,0881,愛知県常滑市セントレア３－１２－２,450,0,,440,1,,愛知,新潟,y,T1210,INN03,500
257,T1210,安達包運倉庫株式会社,490,1444,愛知県海部郡飛島村木場１－９４－３,500,0,,435,0,,愛知,無し,y,T1210,INN04,500
258,T1210,株式会社　日祥物流　成田ターミナル,287,0242,千葉県成田市多良貝245-3031,50,0,,43,1,,成田,無し,y,T1210,INN05,50
259,T1210,安達包運倉庫株式会社,498,0068,愛知県弥富市鍋田町六野８２－１,500,0,,435,0,,愛知,無し,y,T1210,INS11,550
260,T1210,商船三井ロジスティクス株式会社,479,0881,愛知県常滑市セントレア３－１２－２,450,0,,440,1,,愛知,新潟,y,T1210,INS12,500
261,T1210,安達包運倉庫㈱ 名港西二区1号倉庫内,490,1444,愛知県海部郡飛島村木場１－９４－３,500,0,,435,0,,愛知,無し,y,T1210,INS13,500
262,T1210,三井倉庫エクスプレス株式会社,287,0242,千葉県成田市多良貝245-3031,50,0,,43,1,,成田,無し,y,T1210,INS14,50
263,T1210,シーガル・セントレア・ターミナル,479,0881,愛知県常滑市セントレア３－１２－２,450,0,,440,1,,愛知,新潟,y,T1210,JSS01,500
264,T1210,商船三井ロジスティクス(株),479,0881,愛知県常滑市セントレア３－１２－２,450,0,,440,1,,愛知,新潟,y,T1210,KCZ01,500
265,T1210,株式会社　日祥物流　成田ターミナル,287,0242,千葉県成田市多良貝245-3031,50,0,,43,1,,成田,無し,y,T1210,KCZ02,50
266,T1210,三井倉庫エクスプレス株式会社,287,0242,千葉県成田市多良貝245-3031,50,0,,43,1,,成田,無し,y,T1210,KCZ03,50
267,T1210,商船三井ロジスティクス㈱,,,愛知県常滑市セントレア３－１２－２,450,0,,440,1,,愛知,新潟,y,T1210,KOH01,500
268,T1210,安達包運倉庫株式会社,489,0068,愛知県弥富市鍋田町六野８２－１,500,0,,435,0,,愛知,無し,y,T1210,KOH02,550
269,T1210,名港海運㈱　西２区名港物流センター,490,1444,愛知県海部郡飛島村木場１－９４－３,500,0,,435,0,,愛知,無し,y,T1210,KOK01,500
270,T1210,商船三井ロジスティックス㈱,479,0881,愛知県常滑市セントレア３－１２－２,450,0,,440,1,,愛知,新潟,y,T1210,KOL01,500
271,T1210,株式会社 日祥物流 成田ﾀｰﾐﾅﾙ,287,0242,千葉県成田市多良貝245-3031,50,0,,43,1,,成田,無し,y,T1210,RUK01,50
272,T1210,株式会社　近鉄エクスプレス,289,1603,千葉県山武郡芝山町大里字鴻之巣１５７－１,50,0,,49,1,,-,無し,y,T1210,RUK02,50
273,T1210,株式会社　近鉄コスモス,289,1603,千葉県山武郡芝山町大里字次木６０－１－４,50,0,,49,1,,成田,無し,y,T1210,RUK03,50
274,T1210,株式会社　近鉄コスモス,289,1601,千葉県山武郡芝山町香山新田５８－１,50,0,,49,1,,成田,無し,y,T1210,RUK04,50
275,T1210,商船三井ロジスティクス㈱,,,愛知県常滑市セントレア３－１２－２,450,0,,440,1,,愛知,新潟,y,T1210,SAH01,500
276,T1210,名港海運㈱　西２区名港物流センター,490,1444,愛知県海部郡飛島村木場１－９４－３,500,0,,435,0,,愛知,無し,y,T1210,SAH02,500
277,T1210,安達包運倉庫株式会社,498,0068,愛知県弥富市鍋田町六野８２－１,500,0,,435,0,,愛知,無し,y,T1210,SAH03,550
278,T1210,商船三井ロジスティクス㈱　成田,286,0113,千葉県成田市南三里塚78-7,50,0,,43,1,,成田,無し,y,T1210,SAH04,50
279,T1210,安達包運倉庫株式会社,490,1444,愛知県海部郡飛島村木場１－９４－３,500,0,,435,0,,愛知,無し,y,T1210,SAL01,500
280,T1210,商船三井ロジスティクス（株）,286,0113,千葉県成田市南三里塚78-7,50,0,,43,1,,成田,無し,y,T1210,SAL02,50
281,T1210,シーガル・セントレア・ターミナル,479,0881,愛知県常滑市セントレア３－１２－２,450,0,,440,1,,愛知,新潟,y,T1210,SAL03,500
282,T1210,株式会社　日祥物流　成田ターミナル　気付,287,0242,千葉県成田市多良貝245-3031,50,0,,43,1,,成田,無し,y,T1210,SAL04,50
283,T1210,三井倉庫エクスプレス株式会社,287,0242,千葉県成田市多良貝245-3031,50,0,,43,1,,成田,無し,y,T1210,SAL05,50
284,T1210,TASエｸスプレス㈱,287,0242,千葉県成田市多良貝245-3031,50,0,,43,1,,成田,無し,y,T1210,SHK01,50
285,T1210,鈴与㈱鶴見倉庫,230,0053,神奈川県横浜市鶴見区大黒町８－１,100,0,,88,0,,横浜,無し,y,T1210,SHK02,100
286,T1210,名港海運㈱弥富物流センター,498,0068,愛知県弥富市鍋田町八穂121-1,500,0,,435,0,,愛知,無し,y,T1210,SHK03,550
287,T1210,商船三井ロジスティクス㈱,479,0881,愛知県常滑市セントレア３－１２－２,450,0,,440,1,,愛知,新潟,y,T1210,SHK04,500
288,T1210,株式会社日祥物流　成田ターミナル,287,0242,千葉県成田市多良貝245-3031,50,0,,43,1,,成田,無し,y,T1210,SHK05,50
289,T1210,名港海運(株)西二区物流センター,490,1444,愛知県海部郡飛島村木場１－９４－３,500,0,,435,0,,愛知,無し,y,T1210,SHK06,500
290,T1210,安達包運倉庫株式会社,490,1444,愛知県海部郡飛島村木場１－９４－３,500,0,,435,0,,愛知,無し,y,T1210,SHK07,500
291,T1210,安達包運倉庫株式会社,498,0068,愛知県弥富市鍋田町六野８２－１,500,0,,435,0,,愛知,無し,y,T1210,SIP01,550
292,T1210,安達包運倉庫株式会社,490,1444,愛知県海部郡飛島村木場１－９４－３,500,0,,435,0,,愛知,無し,y,T1210,SIP02,500
293,T1210,名港海運(株)西二区名港物流センター,490,1444,愛知県海部郡飛島村木場１－９４－３,500,0,,435,0,,愛知,無し,y,T1210,SIP03,500
294,T1210,商船三井ロジスティックス㈱,479,0881,愛知県常滑市セントレア３－１２－２,450,0,,440,1,,愛知,新潟,y,T1210,TAD04,500
295,T1210,名港海運㈱西2区名港物流センター,490,1444,愛知県海部郡飛島村木場１－９４－３,500,0,,435,0,,愛知,無し,y,T1210,TAD05,500
296,T1210,安達包運倉庫株式会社,498,0068,愛知県弥富市鍋田町六野８２－１,500,0,,435,0,,愛知,無し,y,T1210,TAD06,550
297,T1210,商船三井ロジスティクス㈱　成田,286,0113,千葉県成田市南三里塚78-7,50,0,,43,1,,成田,無し,y,T1210,TAD07,50
298,T1210,日本通運株式会社　浜松航空支店,435,0001,静岡県浜松市東区上石田1085番地,350,0,,328,0,,-,無し,y,T1210,TAD08,350
299,T1210,安達包運倉庫株式会社,490,1444,愛知県海部郡飛島村木場１－９４－３,500,0,,435,0,,愛知,無し,y,T1210,TAD09,500
300,T1210,株式会社　日祥物流　成田ターミナル,287,0242,千葉県成田市多良貝245-3031,50,0,,43,1,,成田,無し,y,T1210,TAD10,50
301,T1210,西鉄物流株式会社　梱包センター,289,1689,千葉県山武郡芝山町岩山１４８－１５,50,0,,49,1,,成田,無し,y,T1210,TAD11,50
302,T1210,名港海運(株),490,1444,愛知県海部郡飛島村木場１－９４－３,500,0,,435,0,,愛知,無し,y,T1210,THB01,500
303,T1210,株式会社　日祥物流　成田ターミナル,287,0242,千葉県成田市多良貝245-3031,50,0,,43,1,,成田,無し,y,T1210,THB02,50
304,T1210,名港海運(株)西2区名港物流ｾﾝﾀｰ,490,1444,愛知県海部郡飛島村木場１－９４－３,500,0,,435,0,,愛知,無し,y,T1210,THC01,500
305,T1210,商船三井ロジスティックス㈱,479,0881,愛知県常滑市セントレア３－１２－２,450,0,,440,1,,愛知,新潟,y,T1210,THK01,500
306,T1210,名港海運㈱弥富物流ｾﾝﾀｰ,498,0068,愛知県弥富市鍋田町八穂121-1,500,0,,435,0,,愛知,無し,y,T1210,THK02,550
307,T1210,商船三井ロジスティクス㈱　成田,286,0113,千葉県成田市南三里塚78-7,50,0,,43,1,,成田,無し,y,T1210,THK03,50
308,T1210,商船三井ロジスティクス(株),286,0113,千葉県成田市南三里塚78-7,50,0,,43,1,,成田,無し,y,T1210,THK04,50
309,T1210,ＴＡＳエクスプレス株式会社,287,0242,千葉県成田市多良貝245-3031,50,0,,43,1,,成田,無し,y,T1210,THK05,50
310,T1210,名港海運㈱　西２区名港物流ｾﾝﾀｰ,490,1444,愛知県海部郡飛島村木場１－９４－３,500,0,,435,0,,愛知,無し,y,T1210,THK06,500
311,T1210,株式会社 日祥物流 成田ﾀｰﾐﾅﾙ,287,0242,千葉県成田市多良貝245-3031,50,0,,43,1,,成田,無し,y,T1210,THK07,50
312,T1210,日本通運株式会社,286,0825,千葉県成田市新泉３０,50,0,,43,1,,成田,無し,y,T1210,THK08,50
313,T1210,日本通運株式会社　中部空港支店,479,0881,愛知県常滑市セントレア３－１２－４,450,0,,440,1,,愛知,新潟,y,T1210,THK09,500
314,T1210,名港海運㈱　西２区名港物流ｾﾝﾀｰ,490,1444,愛知県海部郡飛島村木場１－９４－３,500,0,,435,0,,愛知,無し,y,T1210,THS01,500
315,T1210,商船三井ロジスティックス㈱,,,愛知県常滑市セントレア３－１２－２,450,0,,440,1,,愛知,新潟,y,T1210,THS02,500
316,T1210,三井倉庫エクスプレス株式会社,287,0242,千葉県成田市多良貝245-3031,50,0,,43,1,,成田,無し,y,T1210,THS03,50
317,T1210,ＴＡＳエクスプレス株式会社,287,0242,千葉県成田市多良貝245-3031,50,0,,43,1,,成田,無し,y,T1210,THS04,50
318,T1210,シーガル・セントレア・ターミナル,479,0881,愛知県常滑市セントレア３－１２－２,450,0,,440,1,,愛知,新潟,y,T1210,THV01,500
319,T1210,名港海運(株)西2区名港物流センター,490,1444,愛知県海部郡飛島村木場１－９４－３,500,0,,435,0,,愛知,無し,y,T1210,THV02,500
320,T1210,株式会社日祥物流　成田ﾀｰﾐﾅﾙ,287,0242,千葉県成田市多良貝245-3031,50,0,,43,1,,成田,無し,y,T1210,THV03,50
321,T1210,名港海運株式会社,490,1444,愛知県海部郡飛島村木場１－９４－３,500,0,,435,0,,愛知,無し,y,T1210,TKTT1,500
322,T1210,商船三井ロジスティック株式会社,286,0113,千葉県成田市南三里塚78-7,50,0,,43,1,,成田,無し,y,T1210,TKTT2,50
323,T1210,株式会社日祥物流　成田ﾀｰﾐﾅﾙ　気付,287,0242,千葉県成田市多良貝245-3031,50,0,,43,1,,成田,無し,y,T1210,TKTT3,50
324,T1210,安達包運倉庫株式会社,490,1444,愛知県海部郡飛島村木場１－９４－３,500,0,,435,0,,愛知,無し,y,T1210,TKTT4,500
325,T1210,商船三井ロジスティクス㈱,,,愛知県常滑市セントレア３－１２－２,450,0,,440,1,,愛知,新潟,y,T1210,UKK01,500
326,T1210,名港海運㈱　西２区名港物流センター,490,1444,愛知県海部郡飛島村木場１－９４－３,500,0,,435,0,,愛知,無し,y,T1210,UKK02,500
327,T1210,安達包運倉庫株式会社,498,0068,愛知県弥富市鍋田町六野８２－１,500,0,,435,0,,愛知,無し,y,T1210,UKK03,550
328,T1210,安達包運倉庫株式会社,490,1444,愛知県海部郡飛島村木場１－９４－３,500,0,,435,0,,愛知,無し,y,T1210,UKK04,500
329,T1210,三井倉庫エクスプレス株式会社,287,0242,千葉県成田市多良貝245-3031,50,0,,43,1,,成田,無し,y,T1210,UKK05,50
330,T1210,株式会社　日祥物流　成田ターミナル,287,0242,千葉県成田市多良貝245-3031,50,0,,43,1,,成田,無し,y,T1210,UKK06,50
331,T1210,株式会社　日祥物流　成田ターミナル,287,0242,千葉県成田市多良貝245-3031,50,0,,43,1,,成田,無し,y,T1210,VES11,50
332,T1210,安達包運倉庫㈱ 名港西二区1号倉庫内,490,1444,愛知県海部郡飛島村木場１－９４－３,500,0,,435,0,,愛知,無し,y,T1210,VES12,500
333,T1210,商船三井ロジスティクス株式会社,479,0881,愛知県常滑市セントレア３－１２－２,450,0,,440,1,,愛知,新潟,y,T1210,VES13,500
334,T1210,三井倉庫エクスプレス株式会社,287,0242,千葉県成田市多良貝245-3031,50,0,,43,1,,成田,無し,y,T1210,VES14,50
335,T1210,日本通運株式会社,286,0825,千葉県成田市新泉３０,50,0,,43,1,,成田,無し,y,T1210,VES15,50
336,T1220,有限会社　和光,144,0054,東京都大田区新蒲田３－３０－１２,50,0,,52,0,,-,無し,,T1220,,100
337,T1900,株式会社　藤原製作所,258,0113,神奈川県足柄上郡山北町,100,0,,88,0,,-,無し,,T1900,,150
338,T2100,東洋理工株式会社,444,1164,愛知県安城市藤井町南山１７８,400,0,,406,0,,-,新潟,,T2100,,450
339,T2100,佐藤技研株式会社,444,1211,愛知県安城市根崎町西新切４７－１,400,0,,406,0,,-,無し,,T2100,H167,450
340,T2200,福山合成株式会社,720,1147,広島県福山市駅家町向永谷１１２５,900,0,,856,0,,-,無し,,T2200,,900
341,T2200,福山合成株式会社　東広島工場,739,0267,広島県東広島市志和町,1100,0,,915,1,,-,無し,,T2200,H014,950
342,T2300,株式会社　サンメタリック,344,0057,埼玉県春日部市南栄町１２－１１,50,1,,93,0,,-,無し,,T2300,,100
343,T2810,株式会社　フィアロスペース,350,1224,埼玉県日高市田木４３６番地,150,1,,131,0,,-,無し,,T2810,,100
344,T2830,トモノ産業株式会社,422,8063,静岡県静岡市駿河区馬渕１丁目１３－３２,250,0,,248,0,,-,無し,,T2830,,250
345,T2850,セニートレーディング有限会社,231,0023,神奈川県横浜市中区山下町１２－２－１００６号,100,0,,52,0,,-,無し,,T2850,,100
346,T2850,NLTプロロジスセンター,289,1608,千葉県山武郡芝山町岩山１４８－１５,50,0,,49,1,,-,無し,y,T2850,AIR02,50
347,T2850,内外トランスケミカル株式会社　近藤様,236,0003,神奈川県横浜市金沢区幸浦２－８－１３,100,0,,88,0,,横浜,無し,y,T2850,ALS01,100
348,T2850,宇徳運輸株式会社,231,0811,神奈川県横浜市中区本牧ふ頭1-16　本牧公社,100,0,,52,0,,横浜,無し,y,T2850,ALS02,100
349,T2850,玉屋運輸倉庫株式会社,236,0003,神奈川県横浜市金沢区幸浦2-8-16,100,0,,88,0,,横浜,無し,y,T2850,ALS03,100
350,T2850,玉家運輸倉庫株式会社,236,0003,神奈川県横浜市金沢区幸浦2-8-16,100,0,,88,0,,横浜,無し,y,T2850,CHS01,100
351,T2850,JALカーゴサービス　プロロジスセンター,289,1608,千葉県山武郡芝山町岩山１４８－１５,50,0,,49,1,,-,無し,y,T2850,CHS02,50
352,T2850,国際空港上屋株式会社(IACT-B棟),282,8691,千葉県成田市成田国際空港第４貨物ビル１Ｆ,50,0,,43,1,,成田,無し,y,T2850,GAS01,50
353,T2850,玉家運輸倉庫(株),236,0003,神奈川県横浜市金沢区幸浦2-8-16,100,0,,88,0,,横浜,無し,y,T2850,KOK01,100
354,T2850,株式会社　川岸　金沢倉庫部　長谷川様,236,0003,神奈川県横浜市金沢区幸浦２－１８－３,100,0,,88,0,,横浜,無し,y,T2850,KOS01,100
355,T2850,丸一海運株式会社,559,0000,大阪府大阪市住之江区港北３－４－９９,650,0,,624,0,,大阪,無し,y,T2850,KOS02,650
356,T2850,東京国際埠頭,,,神奈川県横浜市本牧,100,0,,88,0,,横浜,無し,y,T2850,KOS03,100
357,T2850,Ｂ２（日通扱い）,,,神奈川県横浜市中区本牧埠頭３番地,100,0,,52,0,,横浜,無し,y,T2850,KOS04,100
358,T2850,玉家運輸倉庫株式会社,236,0003,神奈川県横浜市金沢区幸浦2-8-16,100,0,,88,0,,横浜,無し,y,T2850,KOS05,100
359,T2850,丸全昭和運輸株式会社,289,1608,千葉県山武郡芝山町岩山2313-4,50,0,,49,1,,-,無し,y,T2850,KOS06,50
360,T2850,舟津産業㈱,236,0003,神奈川県横浜市金沢区幸浦2-9-12,100,0,,88,0,,横浜,無し,y,T2850,KOS07,100
361,T2860,関東光器株式会社,254,0016,神奈川県平塚市東八幡５－１０－１６,150,0,,107,0,,-,無し,,T2860,,150
362,T2880,長瀬産業株式会社,103,0024,東京都中央区日本橋小舟町５－１,50,0,,52,0,,-,無し,,T2880,,100
363,T2880,日通商事株式会社　成田サテライト,286,0826,千葉県成田市東和泉字境前　443-50,50,0,,43,1,,成田,無し,y,T2880,AIR01,50
364,T2880,西鉄物流株式会社　梱包ｾﾝﾀｰ,289,1608,千葉県山武郡芝山町岩山１４８－１５,50,0,,49,1,,成田,無し,y,T2880,AIR02,50
365,T2880,株式会社日祥物流,287,0242,千葉県成田市多良貝245-3031,50,0,,43,1,,成田,無し,y,T2880,AIR03,50
366,T2880,㈱近鉄エクスプレス　成田ターミナル,289,1603,千葉県山武郡芝山町大里157-1,50,0,,49,1,,成田,無し,y,T2880,GZS01,50
367,T2880,株式会社　築港　横浜化学品センター,230,0053,神奈川県横浜市鶴見区大黒町 5-81,100,0,,88,0,,横浜,無し,y,T2880,GZS02,100
368,T2880,西鉄物流㈱成田梱包センター,289,1608,千葉県山武郡芝山町岩山1340-48,50,0,,49,1,,成田,無し,y,T2880,GZS03,50
369,T2880,㈱築港　9号地倉庫,455,0028,愛知県名古屋市港区潮見町10-3,400,0,,435,0,,愛知,無し,y,T2880,GZS04,450
370,T2880,丸一海運株式会社　大阪港化学品センター,559,0000,大阪府大阪市住之江区南港北３－４－９９,650,0,,642,0,,大阪,無し,y,T2880,GZS05,650
371,T2880,株式会社　築港　横浜化学品センター,230,0053,神奈川県横浜市鶴見区大黒町９－１５,100,0,,88,0,,横浜,無し,y,T2880,GZS06,100
372,T2880,日通商事株式会社　成田サテライト,286,0826,千葉県成田市東和泉字境前　443-50,50,0,,43,1,,成田,無し,y,T2880,GZS07,50
373,T2880,株式会社　築港　名古屋化学品センター,498,0061,愛知県弥富市操出１０－１０－１,500,0,,435,0,,愛知,無し,y,T2880,GZS08,550
374,T2880,株式会社　川口スプリング製作所,329,2213,栃木県塩谷郡塩谷町大字熊ノ木１３５６,200,1,,208,1,,-,無し,,T2880,H169,200
375,T2880,株式会社　ファルテック　北関東工場,970,1375,福島県いわき市三和町中三坂字湯の向１０５,350,1,,275,0,,-,西濃,,T2880,H172,300
376,T2880,株式会社　築港　（築港大黒倉庫）,230,0053,神奈川県横浜市鶴見区大黒町 5-81,100,0,,88,0,,横浜,無し,y,T2880,HAS01,100
377,T2880,株式会社　築港　横浜化学品センター,230,0053,神奈川県横浜市鶴見区大黒町 5-81,100,0,,88,0,,横浜,無し,y,T2880,HAS02,100
378,T2880,日通商事㈱成田サテライト,287,0225,千葉県成田市東和泉字境前　443-50,50,0,,43,1,,成田,無し,y,T2880,HAS03,50
379,T2880,株式会社　築港　横浜化学品センター,230,0053,神奈川県横浜市鶴見区大黒町９－１５,100,0,,88,0,,横浜,無し,y,T2880,HAS04,100
380,T2880,西鉄物流株式会社　梱包センター,289,1608,千葉県山武郡芝山町岩山１４８－１５,50,0,,49,1,,成田,無し,y,T2880,HAS05,50
381,T2880,西鉄物流㈱　成田梱包センター,289,1608,千葉県山武郡芝山町岩山1340-48,50,0,,49,1,,成田,無し,y,T2880,IDL01,50
382,T2880,日通商事株式会社　成田サテライト,287,0225,千葉県成田市東和泉字境前　443-50,50,0,,43,1,,成田,無し,y,T2880,IDL02,50
383,T2880,株式会社　築港,230,0053,神奈川県横浜市鶴見区大黒町 5-81,100,0,,88,0,,横浜,無し,y,T2880,INB01,100
